order_item_id	meta_key	meta_value
7396	cost	120
7396	description	By air. No reverse pick up.
7396	instance_id	14
7396	Items	Scar Removal Cream Repairing Burn Scratch Pimples Scars For All Skin &times; 1
7396	method_id	flexible_shipping_single
7396	taxes	a:1:{s:5:"total";a:0:{}}
7396	total_tax	0
7397	_line_subtotal	695
7397	_line_subtotal_tax	0
7397	_line_tax	0
7397	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7397	_line_total	695
7397	_product_id	383895
7397	_qty	1
7397	_tax_class	
7397	_variation_id	774044
7397	quantity	1 Piece
7398	_fee_amount	195
7398	_line_tax	0
7398	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7398	_line_total	195
7398	_tax_class	0
7398	_tax_status	taxable
7399	_fee_amount	-581.25
7399	_line_tax	0
7399	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7399	_line_total	-581.25
7399	_tax_class	0
7399	_tax_status	taxable
7400	_default	no
7400	_fs_integration	no
7400	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:7:"Courier";s:18:"method_description";s:28:"By Road. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:15";s:5:"title";s:7:"Courier";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7400	cost	80
7400	description	By Road. No reverse pick up.
7400	instance_id	15
7400	Items	Men's Grey Coverage Bar Shampoo Hair Darkening Black Soap for Grey Hair A++ - 1 Piece &times; 1
7400	method_id	flexible_shipping_single
7400	taxes	a:1:{s:5:"total";a:0:{}}
7400	total_tax	0
7401	_line_subtotal	2977
7401	_line_subtotal_tax	0
7401	_line_tax	0
7401	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7401	_line_total	2977
7401	_product_id	774021
7401	_qty	1
7401	_tax_class	
7401	_variation_id	0
7402	_fee_amount	195
7402	_line_tax	0
7402	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7402	_line_total	195
7402	_tax_class	0
7402	_tax_status	taxable
7403	_fee_amount	-2322.75
7403	_line_tax	0
7403	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7403	_line_total	-2322.75
7403	_tax_class	0
7403	_tax_status	taxable
7404	_default	no
7404	_fs_integration	no
7404	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7404	cost	120
7404	description	By air. No reverse pick up.
7404	instance_id	14
7404	Items	100% NATURAL BATANA OIL 4oz FROM HONDURAS | ALL HAIR TYPES &times; 1
7404	method_id	flexible_shipping_single
7404	taxes	a:1:{s:5:"total";a:0:{}}
7404	total_tax	0
7405	_line_subtotal	859.78
7405	_line_subtotal_tax	0
7405	_line_tax	0
7405	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7405	_line_total	859.78
7405	_product_id	476995
7405	_qty	1
7405	_tax_class	
7405	_variation_id	0
7406	_default	no
7406	_fs_integration	no
7406	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7406	cost	120
7406	description	By air. No reverse pick up.
7406	instance_id	14
7406	Items	Minoxi Roll-on Hair Treatment Hair Growth Serum Nourishing Hair Scalp &times; 1
7406	method_id	flexible_shipping_single
7406	taxes	a:1:{s:5:"total";a:0:{}}
7406	total_tax	0
7409	_line_subtotal	895
7409	_line_subtotal_tax	0
7409	_line_tax	0
7409	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7409	_line_total	895
7409	_product_id	755765
7409	_qty	1
7409	_tax_class	
7409	_variation_id	0
7410	_default	no
7410	_fs_integration	no
7410	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7410	cost	120
7410	description	By air. No reverse pick up.
7410	instance_id	14
7410	Items	Organic Ear Support Elixir Tinnitus Relief for Ringing Ear Discomfort Herbal Ear Drops &times; 1
7410	method_id	flexible_shipping_single
7410	taxes	a:1:{s:5:"total";a:0:{}}
7410	total_tax	0
7411	_line_subtotal	1138
7411	_line_subtotal_tax	0
7411	_line_tax	0
7411	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7411	_line_total	1138
7411	_product_id	663270
7411	_qty	1
7411	_tax_class	
7411	_variation_id	0
7412	_fee_amount	195
7412	_line_tax	0
7412	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7412	_line_total	195
7412	_tax_class	0
7412	_tax_status	taxable
7413	_fee_amount	-1146
7413	_line_tax	0
7413	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7413	_line_total	-1146
7413	_tax_class	0
7413	_tax_status	taxable
7414	_default	no
7414	_fs_integration	no
7414	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Bluedart/DTDC Express";s:18:"method_description";s:24:"By air. Reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:7:"taxable";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:20";s:5:"title";s:21:"Bluedart/DTDC Express";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7414	cost	390
7414	description	By air. Reverse pick up.
7414	instance_id	20
7414	Items	Motherboard USB 2.0 9pin Header 1 to 2 Extension Hub Splitter Adapter Converter &times; 1
7414	method_id	flexible_shipping_single
7414	taxes	a:1:{s:5:"total";a:0:{}}
7414	total_tax	0
7415	_alg_wc_cog_item_cost	
7415	_line_subtotal	872
7415	_line_subtotal_tax	0
7415	_line_tax	0
7415	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7415	_line_total	872
7415	_product_id	303733
7415	_qty	1
7415	_tax_class	
7415	_variation_id	0
7416	_fee_amount	195
7416	_line_tax	0
7416	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7416	_line_total	195
7416	_tax_class	0
7416	_tax_status	taxable
7417	_fee_amount	-744
7417	_line_tax	0
7417	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7417	_line_total	-744
7417	_tax_class	0
7417	_tax_status	taxable
7418	_default	no
7418	_fs_integration	no
7418	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7418	cost	120
7418	description	By air. No reverse pick up.
7418	instance_id	14
7418	Items	Minoxi Roll-On Hair Treatment V9O4 18ml &times; 1
7418	method_id	flexible_shipping_single
7418	taxes	a:1:{s:5:"total";a:0:{}}
7418	total_tax	0
7419	_line_subtotal	495
7419	_line_subtotal_tax	0
7419	_line_tax	0
7419	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7419	_line_total	495
7419	_product_id	646419
7419	_qty	1
7419	_tax_class	
7419	_variation_id	0
7420	_default	no
7420	_fs_integration	no
7420	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7420	cost	120
7420	description	By air. No reverse pick up.
7420	instance_id	14
7420	Items	Glue-Free Eyelash Glue Strip Reusable Self-Sticker Lash Adhesive Tape 10pcs/Box &times; 1
7420	method_id	flexible_shipping_single
7420	taxes	a:1:{s:5:"total";a:0:{}}
7420	total_tax	0
7421	_line_subtotal	704
7421	_line_subtotal_tax	0
7421	_line_tax	0
7421	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7421	_line_total	704
7421	_product_id	750147
7421	_qty	1
7421	_tax_class	
7421	_variation_id	0
7422	_fee_amount	195
7422	_line_tax	0
7422	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7422	_line_total	195
7422	_tax_class	0
7422	_tax_status	taxable
7423	_fee_amount	-618
7423	_line_tax	0
7423	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7423	_line_total	-618
7423	_tax_class	0
7423	_tax_status	taxable
7424	_default	no
7424	_fs_integration	no
7424	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7424	cost	120
7424	description	By air. No reverse pick up.
7424	instance_id	14
7424	Items	REN Advanced Collagen Boost Anti Aging Serum, Reduces Wrinkle Face Serum &times; 1
7424	method_id	flexible_shipping_single
7424	taxes	a:1:{s:5:"total";a:0:{}}
7424	total_tax	0
7425	_line_subtotal	1966
7425	_line_subtotal_tax	0
7425	_line_tax	0
7425	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7425	_line_total	1966
7425	_product_id	692957
7425	_qty	1
7425	_tax_class	
7425	_variation_id	0
7426	_default	no
7426	_fs_integration	no
7426	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7426	cost	120
7426	description	By air. No reverse pick up.
7426	instance_id	14
7426	Items	New Music Microphone Stand Holder Mount For 7 to 11inch Tablet Pad Air Tab 360° &times; 1
7426	method_id	flexible_shipping_single
7426	taxes	a:1:{s:5:"total";a:0:{}}
7426	total_tax	0
7427	_alg_wc_cog_item_cost	
7427	_line_subtotal	1798
7427	_line_subtotal_tax	0
7427	_line_tax	0
7427	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7427	_line_total	1798
7427	_product_id	764012
7427	_qty	1
7427	_tax_class	
7427	_variation_id	0
7428	_default	no
7428	_fs_integration	no
7428	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Bluedart/DTDC Express";s:18:"method_description";s:24:"By air. Reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:7:"taxable";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:20";s:5:"title";s:21:"Bluedart/DTDC Express";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7428	cost	390
7428	description	By air. Reverse pick up.
7428	instance_id	20
7428	Items	Natural Hair Growth Oil -Carvenchi Veganic Organic Natural Hair Growth &times; 1
7428	method_id	flexible_shipping_single
7428	taxes	a:1:{s:5:"total";a:0:{}}
7428	total_tax	0
7429	_line_subtotal	1658
7429	_line_subtotal_tax	0
7429	_line_tax	0
7429	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7429	_line_total	1658
7429	_product_id	681790
7429	_qty	1
7429	_tax_class	
7429	_variation_id	0
7430	_fee_amount	195
7430	_line_tax	0
7430	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7430	_line_total	195
7430	_tax_class	0
7430	_tax_status	taxable
7431	_fee_amount	-1333.5
7431	_line_tax	0
7431	_line_tax_data	a:1:{s:5:"total";a:0:{}}
7431	_line_total	-1333.5
7431	_tax_class	0
7431	_tax_status	taxable
7432	_default	no
7432	_fs_integration	no
7432	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7432	cost	120
7432	description	By air. No reverse pick up.
7432	instance_id	14
7432	Items	DJI Phantom 4Pro Gimbal Roll-Axis Bracket Pitch Bracket Flat Cable Yaw Motor &times; 1
7432	method_id	flexible_shipping_single
7432	taxes	a:1:{s:5:"total";a:0:{}}
7432	total_tax	0
7433	_line_subtotal	1875
7433	_line_subtotal_tax	0
7433	_line_tax	0
7433	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7433	_line_total	1875
7433	_product_id	546508
7433	_qty	1
7433	_tax_class	
7433	_variation_id	0
7434	_default	no
7434	_fs_integration	no
7434	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Bluedart/DTDC Express";s:18:"method_description";s:24:"By air. Reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:7:"taxable";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:20";s:5:"title";s:21:"Bluedart/DTDC Express";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7434	cost	390
7434	description	By air. Reverse pick up.
7434	instance_id	20
7434	Items	ML1220 CMOS RTC Battery for Toshiba Satellite A665D C650 L305 L305D L355 L355D &times; 1
7434	method_id	flexible_shipping_single
7434	taxes	a:1:{s:5:"total";a:0:{}}
7434	total_tax	0
7435	_line_subtotal	859.78
7435	_line_subtotal_tax	0
7435	_line_tax	0
7435	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7435	_line_total	859.78
7435	_product_id	476995
7435	_qty	1
7435	_tax_class	
7435	_variation_id	0
7436	_default	no
7436	_fs_integration	no
7436	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7436	cost	120
7436	description	By air. No reverse pick up.
7436	instance_id	14
7436	Items	Minoxi Roll-on Hair Treatment Hair Growth Serum Nourishing Hair Scalp &times; 1
7436	method_id	flexible_shipping_single
7436	taxes	a:1:{s:5:"total";a:0:{}}
7436	total_tax	0
7437	_line_subtotal	595
7437	_line_subtotal_tax	0
7437	_line_tax	0
7437	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7437	_line_total	595
7437	_product_id	9349
7437	_qty	1
7437	_tax_class	
7437	_variation_id	0
7438	_default	no
7438	_fs_integration	no
7438	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7438	cost	120
7438	description	By air. No reverse pick up.
7438	instance_id	14
7438	Items	Ghost Bond Glue XL Classic & Ghost Bond Remover Combo Lace Headgear Wig Glue plus remover set &times; 1
7438	method_id	flexible_shipping_single
7438	taxes	a:1:{s:5:"total";a:0:{}}
7438	total_tax	0
7439	_line_subtotal	647.5
7439	_line_subtotal_tax	0
7439	_line_tax	0
7439	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7439	_line_total	647.5
7439	_product_id	650905
7439	_qty	1
7439	_tax_class	
7439	_variation_id	0
7440	_line_subtotal	960
7440	_line_subtotal_tax	0
7440	_line_tax	0
7440	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7440	_line_total	960
7440	_product_id	468919
7440	_qty	1
7440	_tax_class	
7440	_variation_id	0
7441	_default	no
7441	_fs_integration	no
7441	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:7:"Courier";s:18:"method_description";s:28:"By Road. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:15";s:5:"title";s:7:"Courier";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7441	cost	100
7441	description	By Road. No reverse pick up.
7441	instance_id	15
7441	Items	Jelly Water Lip Gloss Colored Lip Honey Lip Balm Oil Lip Essence Lightweight &times; 1, Mirror Water Lip Gloss Lip Glaze Glass Clear Lip Oil Waterproof Liquid Lipstick✲ &times; 1
7441	method_id	flexible_shipping_single
7441	taxes	a:1:{s:5:"total";a:0:{}}
7441	total_tax	0
7442	_line_subtotal	252
7442	_line_subtotal_tax	0
7442	_line_tax	0
7442	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7442	_line_total	252
7442	_product_id	762705
7442	_qty	1
7442	_tax_class	
7442	_variation_id	0
7443	_default	no
7443	_fs_integration	no
7443	_fs_method	a:21:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:10:"Speed post";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:10:"Speed post";s:39:"method_free_shipping_requires_upselling";s:12:"order_amount";s:32:"method_free_shipping_notice_text";s:0:"";s:33:"method_free_shipping_progress_bar";s:2:"no";}
7443	cost	120
7443	description	By air. No reverse pick up.
7443	instance_id	14
7443	Items	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g &times; 1
7443	method_id	flexible_shipping_single
7443	taxes	a:1:{s:5:"total";a:0:{}}
7443	total_tax	0
7444	_line_subtotal	600
7444	_line_subtotal_tax	0
7444	_line_tax	0
7444	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
7444	_line_total	600
7444	_product_id	751449
7444	_qty	1
7444	_tax_class	
7444	_variation_id	0
7445	_default	no
7445	_fs_integration	no
