order_item_id	meta_key	meta_value
4302	cost	100.00
4302	description	By Road. No reverse pick up.
4302	instance_id	15
4302	Items	Stitch Markers Locking type 100 Nos Mixed Color Plastic for Hand Knitting Wool Sewing Crochet Clip Knitting Crochet Markers &times; 3
4302	method_id	flexible_shipping_single
4302	taxes	a:1:{s:5:"total";a:0:{}}
4302	total_tax	0
4303	_alg_wc_cog_item_cost	160
4303	_line_subtotal	295
4303	_line_subtotal_tax	0
4303	_line_tax	0
4303	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4303	_line_total	295
4303	_product_id	8016
4303	_qty	1
4303	_reduced_stock	1
4303	_tax_class	
4303	_variation_id	0
4304	_fee_amount	-7.5
4304	_last_added_fee	Discount
4304	_line_tax	0
4304	_line_tax_data	a:1:{s:5:"total";a:0:{}}
4304	_line_total	-7.5
4304	_tax_class	0
4304	_tax_status	taxable
4305	_default	no
4305	_fs_integration	no
4305	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:29:"Courier/Indiapost (8-16 Days)";s:18:"method_description";s:28:"By Road. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:2:"80";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"200";}}s:14:"cost_per_order";s:3:"100";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"201";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"180";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"360";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:3:"720";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:15";s:5:"title";s:29:"Courier/Indiapost (8-16 Days)";}
4305	cost	80.00
4305	description	By Road. No reverse pick up.
4305	instance_id	15
4305	Items	Laptop DC Tip Converter 7.9X5.5mm female To Lenovo Square tip male for Lenovo &times; 1
4305	method_id	flexible_shipping_single
4305	taxes	a:1:{s:5:"total";a:0:{}}
4305	total_tax	0
4318	_alg_wc_cog_item_cost	326
4318	_line_subtotal	495
4318	_line_subtotal_tax	0
4318	_line_tax	0
4318	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4318	_line_total	495
4318	_product_id	5142
4318	_qty	1
4318	_reduced_stock	1
4318	_tax_class	
4318	_variation_id	0
4319	_default	no
4319	_fs_integration	no
4319	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Speed post (5-8 Days)";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"199";}}s:14:"cost_per_order";s:3:"160";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"200";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"200";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"300";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"500";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:4:"1000";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:21:"Speed post (5-8 Days)";}
4319	cost	160.00
4319	description	By air. No reverse pick up.
4319	instance_id	14
4319	Items	Laptop DC Power Adapter Tips (10 Pcs) Universal 5.5x2.1mm Connector Power Supply Input Jack Plug for Lenovo Thinkpad, Dell, Sony, Toshiba, ASUS, HP etc &times; 1
4319	method_id	flexible_shipping_single
4319	taxes	a:1:{s:5:"total";a:0:{}}
4319	total_tax	0
4339	_alg_wc_cog_item_cost	100
4339	_line_subtotal	495
4339	_line_subtotal_tax	0
4339	_line_tax	0
4339	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4339	_line_total	495
4339	_product_id	5333
4339	_qty	1
4339	_reduced_stock	1
4339	_tax_class	
4339	_variation_id	0
4340	_default	no
4340	_fs_integration	no
4340	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Speed post (5-8 Days)";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"199";}}s:14:"cost_per_order";s:3:"160";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"200";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"200";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"300";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"500";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:4:"1000";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:21:"Speed post (5-8 Days)";}
4340	cost	120.00
4340	description	By air. No reverse pick up.
4340	instance_id	14
4340	Items	Type C Male to 5.5x2.1mm Female Connector Power Adapter for Type C USB Charging Device &times; 1
4340	method_id	flexible_shipping_single
4340	taxes	a:1:{s:5:"total";a:0:{}}
4340	total_tax	0
4348	_alg_wc_cog_item_cost	31.5
4348	_line_subtotal	1800
4348	_line_subtotal_tax	0
4348	_line_tax	0
4348	_line_tax_data	a:2:{s:8:"subtotal";a:0:{}s:5:"total";a:0:{}}
4348	_line_total	1800
4348	_product_id	4418
4348	_qty	24
4348	_reduced_stock	24
4348	_tax_class	
4348	_variation_id	0
4349	_alg_wc_cog_item_cost	53
4349	_line_subtotal	160
4349	_line_subtotal_tax	0
4349	_line_tax	0
4349	_line_tax_data	a:2:{s:8:"subtotal";a:0:{}s:5:"total";a:0:{}}
4349	_line_total	160
4349	_product_id	1911
4349	_qty	2
4349	_reduced_stock	2
4349	_tax_class	zero-rate
4349	_variation_id	0
4350	_fee_amount	980
4350	_line_tax	0
4350	_line_tax_data	a:1:{s:5:"total";a:0:{}}
4350	_line_total	980
4350	_tax_class	
4350	_tax_status	taxable
4362	_alg_wc_cog_item_cost	180
4362	_line_subtotal	350
4362	_line_subtotal_tax	0
4362	_line_tax	0
4362	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4362	_line_total	350
4362	_product_id	1757
4362	_qty	1
4362	_reduced_stock	1
4362	_tax_class	
4362	_variation_id	1758
4362	length	7cm
4363	_default	no
4363	_fs_integration	no
4363	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:29:"Courier/Indiapost (8-16 Days)";s:18:"method_description";s:28:"By Road. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:2:"80";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"200";}}s:14:"cost_per_order";s:3:"100";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"201";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"180";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"360";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:3:"720";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:15";s:5:"title";s:29:"Courier/Indiapost (8-16 Days)";}
4363	cost	80.00
4363	description	By Road. No reverse pick up.
4363	instance_id	15
4363	Items	Plastic Needle Wholesale Large Eye needle 100 Nos for Wool Sewing Embroidery Tapestry Cross Darning Stitchery Craft Choose length - 7cm &times; 1
4363	method_id	flexible_shipping_single
4363	taxes	a:1:{s:5:"total";a:0:{}}
4363	total_tax	0
4364	_alg_wc_cog_item_cost	344
4364	_line_subtotal	595
4364	_line_subtotal_tax	0
4364	_line_tax	0
4364	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4364	_line_total	595
4364	_product_id	5166
4364	_qty	1
4364	_reduced_stock	1
4364	_tax_class	
4364	_variation_id	0
4365	_fee_amount	-14
4365	_last_added_fee	Discount
4365	_line_tax	0
4365	_line_tax_data	a:1:{s:5:"total";a:0:{}}
4365	_line_total	-14
4365	_tax_class	0
4365	_tax_status	taxable
4366	_default	no
4366	_fs_integration	no
4366	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Speed post (5-8 Days)";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"199";}}s:14:"cost_per_order";s:3:"160";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"200";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"200";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"300";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"500";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:4:"1000";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:21:"Speed post (5-8 Days)";}
4366	cost	120.00
4366	description	By air. No reverse pick up.
4366	instance_id	14
4366	Items	USB Boost Converter DC 5V to 9V 12V USB Step-up Converter Cable Output jack 5.5x2.1mm for router &times; 1
4366	method_id	flexible_shipping_single
4366	taxes	a:1:{s:5:"total";a:0:{}}
4366	total_tax	0
4367	coupon_data	a:25:{s:2:"id";i:7448;s:4:"code";s:12:"freeshipping";s:6:"amount";s:1:"0";s:6:"status";s:7:"publish";s:12:"date_created";O:11:"WC_DateTime":4:{s:13:"\0*\0utc_offset";i:0;s:4:"date";s:26:"2022-08-11 13:34:41.000000";s:13:"timezone_type";i:3;s:8:"timezone";s:12:"Asia/Kolkata";}s:13:"date_modified";O:11:"WC_DateTime":4:{s:13:"\0*\0utc_offset";i:0;s:4:"date";s:26:"2022-08-11 13:35:01.000000";s:13:"timezone_type";i:3;s:8:"timezone";s:12:"Asia/Kolkata";}s:12:"date_expires";N;s:13:"discount_type";s:10:"fixed_cart";s:11:"description";s:0:"";s:11:"usage_count";i:3;s:14:"individual_use";b:0;s:11:"product_ids";a:0:{}s:20:"excluded_product_ids";a:0:{}s:11:"usage_limit";i:0;s:20:"usage_limit_per_user";i:0;s:22:"limit_usage_to_x_items";N;s:13:"free_shipping";b:1;s:18:"product_categories";a:0:{}s:27:"excluded_product_categories";a:0:{}s:18:"exclude_sale_items";b:0;s:14:"minimum_amount";s:0:"";s:14:"maximum_amount";s:0:"";s:18:"email_restrictions";a:0:{}s:7:"virtual";b:0;s:9:"meta_data";a:2:{i:0;O:12:"WC_Meta_Data":2:{s:15:"\0*\0current_data";a:3:{s:2:"id";i:138586;s:3:"key";s:18:"_wc_gla_visibility";s:5:"value";s:18:"dont-sync-and-show";}s:7:"\0*\0data";a:3:{s:2:"id";i:138586;s:3:"key";s:18:"_wc_gla_visibility";s:5:"value";s:18:"dont-sync-and-show";}}i:1;O:12:"WC_Meta_Data":2:{s:15:"\0*\0current_data";a:3:{s:2:"id";i:138587;s:3:"key";s:19:"_wc_gla_sync_status";s:5:"value";s:10:"not-synced";}s:7:"\0*\0data";a:3:{s:2:"id";i:138587;s:3:"key";s:19:"_wc_gla_sync_status";s:5:"value";s:10:"not-synced";}}}}
4367	discount_amount	0
4367	discount_amount_tax	0
4373	_alg_wc_cog_item_cost	105
4373	_line_subtotal	295
4373	_line_subtotal_tax	0
4373	_line_tax	0
4373	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4373	_line_total	295
4373	_product_id	6597
4373	_qty	1
4373	_tax_class	
4373	_variation_id	6613
4373	size	Size 9
4374	_fee_amount	-8
4374	_last_added_fee	Discount
4374	_line_tax	0
4374	_line_tax_data	a:1:{s:5:"total";a:0:{}}
4374	_line_total	-8
4374	_tax_class	0
4374	_tax_status	taxable
4375	_default	no
4375	_fs_integration	no
4375	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:21:"Speed post (5-8 Days)";s:18:"method_description";s:27:"By air. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"199";}}s:14:"cost_per_order";s:3:"160";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"200";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"200";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"300";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"500";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:4:"1000";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:14";s:5:"title";s:21:"Speed post (5-8 Days)";}
4375	cost	120.00
4375	description	By air. No reverse pick up.
4375	instance_id	14
4375	Items	Circular Knitting Needle Stainless Steel with Steel Wire Lace 1 Piece 80 cm length Size 6 to Size 16 Choose size - Size 9 &times; 1
4375	method_id	flexible_shipping_single
4375	taxes	a:1:{s:5:"total";a:0:{}}
4375	total_tax	0
4380	_alg_wc_cog_item_cost	350
4380	_line_subtotal	595
4380	_line_subtotal_tax	0
4380	_line_tax	0
4380	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4380	_line_total	595
4380	_product_id	7748
4380	_qty	1
4380	_reduced_stock	1
4380	_tax_class	
4380	_variation_id	0
4381	_default	no
4381	_fs_integration	no
4381	_fs_method	a:19:{s:22:"title_general_settings";s:0:"";s:12:"method_title";s:29:"Courier/Indiapost (8-16 Days)";s:18:"method_description";s:28:"By Road. No reverse pick up.";s:11:"tax_heading";s:0:"";s:10:"tax_status";s:4:"none";s:18:"prices_include_tax";s:2:"no";s:19:"title_free_shipping";s:0:"";s:20:"method_free_shipping";s:0:"";s:26:"method_free_shipping_label";s:4:"Free";s:32:"method_free_shipping_cart_notice";s:2:"no";s:22:"title_cost_calculation";s:0:"";s:25:"method_calculation_method";s:3:"sum";s:16:"cart_calculation";s:7:"package";s:22:"title_advanced_options";s:0:"";s:17:"method_visibility";s:2:"no";s:17:"method_debug_mode";s:2:"no";s:12:"method_rules";a:6:{i:0;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:1:"0";s:3:"max";s:2:"49";}}s:14:"cost_per_order";s:2:"80";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:1;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:2:"50";s:3:"max";s:3:"200";}}s:14:"cost_per_order";s:3:"100";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:2;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"201";s:3:"max";s:3:"500";}}s:14:"cost_per_order";s:3:"120";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:3;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:3:"501";s:3:"max";s:4:"2000";}}s:14:"cost_per_order";s:3:"180";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:4;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"2000";s:3:"max";s:4:"5000";}}s:14:"cost_per_order";s:3:"360";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}i:5;a:4:{s:10:"conditions";a:1:{i:0;a:3:{s:12:"condition_id";s:6:"weight";s:3:"min";s:4:"5000";s:3:"max";s:5:"10000";}}s:14:"cost_per_order";s:3:"720";s:16:"additional_costs";a:0:{}s:14:"special_action";s:0:"";}}s:15:"id_for_shipping";s:27:"flexible_shipping_single:15";s:5:"title";s:29:"Courier/Indiapost (8-16 Days)";}
4381	cost	80.00
4381	description	By Road. No reverse pick up.
4381	instance_id	15
4381	Items	Car 12V cable for Amazon Echo Dot (3rd &amp; 4th Gen Only), Echo Dot with Clock, Echo Dot Kids Edition, Echo Show 5, Echo Spot, Fire TV Cube &times; 1
4381	method_id	flexible_shipping_single
4381	taxes	a:1:{s:5:"total";a:0:{}}
4381	total_tax	0
4382	_alg_wc_cog_item_cost	132
4382	_line_subtotal	595
4382	_line_subtotal_tax	0
4382	_line_tax	0
4382	_line_tax_data	a:2:{s:5:"total";a:0:{}s:8:"subtotal";a:0:{}}
4382	_line_total	595
4382	_product_id	6684
4382	_qty	1
4382	_reduced_stock	1
4382	_tax_class	
4382	_variation_id	0
4383	_default	no
4383	_fs_integration	no
